6.2294,6.2294
5.4383,11.668
4.4022,16.07
4.0969,20.167
3.5408,23.708
3.1532,26.861
2.7623,29.623
2.5961,32.219
2.3206,34.54
2.2302,36.77
2.1795,38.949
2.029,40.978
1.9442,42.923
1.8372,44.76
1.7375,46.497
1.6557,48.153
1.5957,49.749
1.5091,51.258
1.4905,52.748
1.4563,54.205
1.4179,55.623
1.3521,56.975
1.2884,58.263
1.268,59.531
1.2086,60.74
1.1779,61.918
1.1314,63.049
1.0905,64.139
1.0782,65.218
1.0506,66.268
1.0371,67.305
0.9983,68.304
0.97325,69.277
0.91889,70.196
0.89318,71.089
0.87135,71.96
0.85386,72.814
0.81246,73.627
0.80079,74.428
0.79473,75.222
0.77995,76.002
0.77508,76.777
0.7389,77.516
0.7283,78.244
0.6863,78.931
0.67149,79.602
0.64093,80.243
0.63216,80.875
0.61469,81.49
0.59219,82.082
0.58526,82.667
0.55481,83.222
0.53494,83.757
0.52484,84.282
0.51216,84.794
0.49557,85.29
0.48245,85.772
0.4676,86.24
0.43928,86.679
0.43552,87.115
0.42107,87.536
0.40149,87.937
0.37388,88.311
0.36736,88.678
0.35915,89.038
0.34406,89.382
0.31971,89.701
0.31846,90.02
0.30028,90.32
0.29499,90.615
0.28469,90.9
0.26996,91.17
0.2634,91.433
0.25711,91.69
0.23129,91.922
0.22177,92.143
0.21936,92.363
0.20117,92.564
0.19841,92.762
0.18005,92.942
0.16947,93.112
0.1599,93.272
0.15222,93.424
0.13787,93.562
0.13657,93.698
0.13159,93.83
0.12961,93.96
0.12481,94.084
0.11851,94.203
0.11522,94.318
0.10307,94.421
0.099072,94.52
0.094302,94.615
0.090939,94.705
0.088075,94.794
0.085824,94.879
0.075812,94.955
0.07368,95.029
0.073442,95.102
0.071049,95.173
0.069097,95.242
0.066756,95.309
0.065118,95.374
0.062511,95.437
0.062059,95.499
0.061357,95.56
0.058694,95.619
0.055445,95.674
0.053463,95.728
0.052789,95.781
0.051736,95.832
0.051162,95.884
0.050338,95.934
0.04914,95.983
0.047449,96.03
0.046458,96.077
0.045534,96.122
0.044653,96.167
0.043563,96.211
0.042694,96.253
0.042038,96.295
0.041589,96.337
0.040294,96.377
0.039747,96.417
0.038736,96.456
0.038446,96.494
0.037825,96.532
0.036889,96.569
0.036435,96.605
0.036281,96.642
0.035765,96.677
0.035311,96.713
0.034837,96.748
0.034678,96.782
0.03421,96.816
0.03336,96.85
0.032462,96.882
0.03166,96.914
0.03145,96.945
0.031336,96.977
0.031004,97.008
0.030639,97.038
0.030061,97.068
0.029956,97.098
0.029188,97.128
0.028835,97.156
0.028546,97.185
0.028061,97.213
0.028036,97.241
0.026745,97.268
0.026622,97.294
0.026518,97.321
0.025843,97.347
0.02564,97.372
0.025542,97.398
0.025196,97.423
0.024495,97.448
0.02442,97.472
0.023894,97.496
0.02375,97.52
0.023272,97.543
0.023051,97.566
0.022809,97.589
0.022361,97.611
0.022081,97.633
0.021686,97.655
0.021341,97.676
0.021304,97.698
0.020987,97.719
0.020577,97.739
0.019979,97.759
0.019898,97.779
0.019441,97.798
0.01915,97.818
0.019002,97.837
0.018783,97.855
0.01865,97.874
0.018018,97.892
0.017876,97.91
0.017544,97.928
0.017231,97.945
0.016873,97.962
0.016726,97.978
0.016653,97.995
0.01643,98.011
0.016403,98.028
0.016205,98.044
0.01583,98.06
0.015744,98.076
0.015541,98.091
0.015241,98.106
0.015072,98.121
0.014952,98.136
0.014686,98.151
0.014439,98.166
0.014354,98.18
0.014126,98.194
0.014001,98.208
0.013724,98.222
0.013606,98.235
0.013522,98.249
0.013253,98.262
0.013244,98.275
0.013006,98.288
0.012847,98.301
0.012665,98.314
0.012495,98.326
0.012281,98.339
0.012244,98.351
0.012203,98.363
0.012075,98.375
0.011982,98.387
0.011745,98.399
0.01156,98.41
0.011492,98.422
0.011308,98.433
0.011252,98.445
0.011116,98.456
0.01103,98.467
0.010943,98.478
0.010833,98.488
0.010678,98.499
0.010568,98.51
0.01054,98.52
0.010417,98.531
0.010286,98.541
0.010165,98.551
0.010071,98.561
0.010004,98.571
0.0099316,98.581
0.0098157,98.591
0.0096455,98.601
0.009613,98.61
0.0095476,98.62
0.0094962,98.629
0.0094238,98.639
0.0093622,98.648
0.0092565,98.657
0.0091419,98.666
0.0090278,98.675
0.0090029,98.684
0.0089115,98.693
0.0088555,98.702
0.0087374,98.711
0.0085919,98.72
0.0085657,98.728
0.008482,98.737
0.0083812,98.745
0.008367,98.753
0.0082707,98.762
0.0081817,98.77
0.0081454,98.778
0.0081141,98.786
0.0080161,98.794
0.0078871,98.802
0.0078655,98.81
0.0077633,98.818
0.007731,98.825
0.0076309,98.833
0.0076002,98.841
0.0075342,98.848
0.0074373,98.856
0.0073996,98.863
0.0073289,98.87
0.007291,98.878
0.007181,98.885
0.0070768,98.892
0.0070162,98.899
0.0069267,98.906
0.0068635,98.913
0.0068111,98.919
0.0067824,98.926
0.0067116,98.933
0.0066309,98.94
0.0066185,98.946
0.0064875,98.953
0.0064253,98.959
0.0063899,98.965
0.0063562,98.972
0.0063072,98.978
0.0062556,98.984
0.0062227,98.991
0.0061628,98.997
0.0060438,99.003
0.005988,99.009
0.0059586,99.015
0.0059195,99.021
0.0058883,99.027
0.0058298,99.032
0.005754,99.038
0.0057181,99.044
0.0056516,99.05
0.0055866,99.055
0.0055059,99.061
0.0054635,99.066
0.0054501,99.072
0.0054033,99.077
0.0053573,99.082
0.0053305,99.088
0.0052853,99.093
0.0052522,99.098
0.0051919,99.103
0.0051825,99.109
0.0051549,99.114
0.0050757,99.119
0.0050543,99.124
0.0050291,99.129
0.0049358,99.134
0.0048975,99.139
0.0048587,99.144
0.0048226,99.148
0.0047925,99.153
0.004751,99.158
0.0047401,99.163
0.0046641,99.167
0.004646,99.172
0.0046024,99.177
0.0045766,99.181
0.0045564,99.186
0.0045345,99.19
0.0044735,99.195
0.0044537,99.199
0.0044241,99.204
0.004366,99.208
0.0043307,99.212
0.0043086,99.217
0.0042866,99.221
0.0042744,99.225
0.0042216,99.229
0.0041967,99.234
0.0041487,99.238
0.0041347,99.242
0.0041074,99.246
0.0040726,99.25
0.0040557,99.254
0.0040206,99.258
0.0039965,99.262
0.0039851,99.266
0.0039434,99.27
0.0039202,99.274
0.0038742,99.278
0.0038518,99.282
0.003823,99.285
0.0037876,99.289
0.0037743,99.293
0.0037275,99.297
0.0036904,99.3
0.0036639,99.304
0.0036362,99.308
0.0036207,99.311
0.0035984,99.315
0.0035706,99.319
0.0035614,99.322
0.0035478,99.326
0.003511,99.329
0.00349,99.333
0.0034669,99.336
0.003428,99.34
0.0034156,99.343
0.0033904,99.346
0.0033669,99.35
0.0033493,99.353
0.0032908,99.356
0.0032799,99.36
0.0032672,99.363
0.0032434,99.366
0.0031935,99.369
0.00318,99.373
0.0031719,99.376
0.0031492,99.379
0.0031362,99.382
0.0030995,99.385
0.0030768,99.388
0.0030728,99.391
0.0030523,99.394
0.0030277,99.397
0.0030067,99.4
0.0029769,99.403
0.0029596,99.406
0.0029577,99.409
0.0029257,99.412
0.0029102,99.415
0.0029079,99.418
0.0028822,99.421
0.0028759,99.424
0.0028516,99.427
0.0028157,99.429
0.0028074,99.432
0.0028004,99.435
0.0027739,99.438
0.0027411,99.441
0.0027294,99.443
0.0027072,99.446
0.0027016,99.449
0.0026883,99.451
0.0026776,99.454
0.0026645,99.457
0.0026443,99.459
0.0026348,99.462
0.002611,99.465
0.0025883,99.467
0.0025548,99.47
0.0025396,99.472
0.0025259,99.475
0.0025141,99.477
0.0025043,99.48
0.0024821,99.482
0.0024788,99.485
0.0024616,99.487
0.0024444,99.49
0.002424,99.492
0.0024024,99.494
0.0024004,99.497
0.0023787,99.499
0.0023553,99.502
0.0023508,99.504
0.0023402,99.506
0.0023234,99.509
0.0023088,99.511
0.0022943,99.513
0.0022852,99.516
0.0022723,99.518
0.0022653,99.52
0.0022505,99.522
