run,seed,1,11,21,31,41,51,61,71,81,91,101,111,121,131,141,151,161,171,181,191,201,211,221,231,241,251,261,271,281,284
17,182,0.1182,0.9426,0.9611,0.9426,0.9459,0.9443,0.9493,0.9459,0.9476,0.951,0.9544,0.9578,0.9544,0.9578,0.951,0.9544,0.9476,0.951,0.9527,0.9527,0.9578,0.9561,0.9493,0.9459,0.9443,0.9493,0.9561,0.9527,0.951,0.9527
5,207,0.1149,0.9291,0.9392,0.9375,0.951,0.9307,0.9443,0.9426,0.9307,0.9527,0.9459,0.9527,0.951,0.9527,0.9544,0.9561,0.9628,0.9595,0.951,0.9628,0.9561,0.9561,0.9527,0.951,0.951,0.9493,0.9493,0.951,0.9527,0.9544
4,221,0.1233,0.9139,0.9172,0.9291,0.9392,0.9409,0.9375,0.9459,0.9375,0.9375,0.9358,0.9291,0.9274,0.9392,0.9358,0.9392,0.9324,0.9443,0.9392,0.9443,0.9392,0.9443,0.9443,0.9409,0.9392,0.9375,0.9409,0.9409,0.9375,0.9375
1,537,0.1047,0.9375,0.9409,0.9341,0.9257,0.9409,0.9443,0.9426,0.9443,0.9459,0.9561,0.951,0.9527,0.9443,0.9578,0.9476,0.9493,0.951,0.9527,0.9443,0.9527,0.9527,0.9493,0.9426,0.9544,0.9561,0.9544,0.951,0.9544,0.9493
19,747,0.1047,0.9155,0.9527,0.9443,0.9611,0.9578,0.9628,0.9595,0.9595,0.9544,0.9595,0.9662,0.9544,0.9595,0.9645,0.9611,0.9611,0.9561,0.9611,0.9595,0.9611,0.9628,0.9595,0.9544,0.9561,0.9611,0.9628,0.9578,0.9595,0.9544
11,671,0.1199,0.9375,0.9493,0.9476,0.9375,0.9544,0.9493,0.9426,0.951,0.9476,0.9493,0.9493,0.9527,0.9578,0.9544,0.9544,0.9561,0.9476,0.9476,0.9476,0.9409,0.9459,0.9392,0.951,0.9527,0.9493,0.9493,0.9443,0.9459,0.9476
8,111,0.1115,0.924,0.9291,0.9358,0.9426,0.9409,0.9493,0.9443,0.9375,0.9527,0.9544,0.951,0.9544,0.9561,0.9527,0.9561,0.9527,0.9544,0.9493,0.951,0.9527,0.951,0.9409,0.9341,0.9493,0.9409,0.9459,0.9426,0.9443,0.9443
0,70,0.1182,0.9392,0.9595,0.9493,0.9493,0.9595,0.9595,0.9611,0.9645,0.9679,0.9611,0.9611,0.9578,0.9645,0.9611,0.9696,0.9696,0.9679,0.9679,0.9696,0.9747,0.9696,0.9696,0.9696,0.9747,0.9679,0.9696,0.9764,0.973,0.9713
34,229,0.1334,0.9206,0.9307,0.9476,0.9341,0.9443,0.9493,0.9375,0.9527,0.9392,0.9544,0.9375,0.951,0.9493,0.951,0.9426,0.9459,0.9392,0.9375,0.9392,0.9358,0.9341,0.9409,0.9392,0.9358,0.9341,0.9375,0.9459,0.9476,0.9476
39,237,0.1132,0.9392,0.9561,0.9409,0.9409,0.9527,0.9527,0.9595,0.9527,0.9544,0.9561,0.9561,0.9578,0.9561,0.9645,0.9595,0.9645,0.9662,0.9645,0.9595,0.9645,0.9527,0.9578,0.9578,0.9611,0.9628,0.9578,0.9578,0.9561,0.9611
25,821,0.1166,0.9358,0.9459,0.9561,0.9544,0.9561,0.9561,0.9527,0.9561,0.951,0.9544,0.9578,0.9561,0.9628,0.9578,0.9578,0.9527,0.9595,0.9595,0.9561,0.9544,0.9527,0.951,0.951,0.951,0.9561,0.951,0.951,0.9578,0.9578
32,408,0.1081,0.9544,0.9544,0.9443,0.951,0.951,0.9493,0.9595,0.9544,0.9611,0.9493,0.9578,0.9561,0.9544,0.951,0.9561,0.9628,0.9611,0.9595,0.9578,0.9544,0.9527,0.9544,0.9561,0.951,0.951,0.9611,0.9595,0.9561,0.9578
21,672,0.1284,0.9375,0.9426,0.9476,0.9544,0.9426,0.9476,0.9645,0.9628,0.9595,0.9645,0.9578,0.9493,0.9595,0.9527,0.9578,0.9595,0.9595,0.9595,0.9595,0.9645,0.9595,0.9611,0.9611,0.9595,0.9578,0.9645,0.9628,0.9561,0.9561
30,775,0.1182,0.9493,0.9527,0.9628,0.9544,0.9595,0.9578,0.9561,0.9611,0.9645,0.9561,0.9578,0.9578,0.9628,0.9628,0.9611,0.9578,0.9628,0.9611,0.9561,0.9527,0.9595,0.9628,0.9578,0.9561,0.9645,0.9595,0.9561,0.9645,0.9645
29,87,0.1166,0.9459,0.9375,0.9544,0.9628,0.9611,0.9561,0.9595,0.9476,0.9561,0.9679,0.9578,0.9595,0.9628,0.9645,0.9628,0.9662,0.9595,0.9561,0.9578,0.9595,0.9561,0.9561,0.9578,0.9527,0.9561,0.9595,0.9578,0.9544,0.9561
38,897,0.1199,0.9257,0.9426,0.9476,0.951,0.9443,0.9459,0.9527,0.951,0.9476,0.9476,0.9476,0.9426,0.9459,0.9459,0.9443,0.9409,0.9493,0.9443,0.9443,0.9459,0.9476,0.9409,0.9476,0.9493,0.951,0.9493,0.9493,0.9561,0.9544
36,569,0.1064,0.9341,0.9443,0.9409,0.9392,0.9274,0.9409,0.9358,0.9358,0.9324,0.9375,0.9392,0.9426,0.9476,0.9375,0.9375,0.9409,0.9443,0.9426,0.9443,0.9409,0.9426,0.9375,0.9409,0.9459,0.9392,0.9493,0.9459,0.9443,0.9443
27,475,0.1182,0.9392,0.9493,0.951,0.9459,0.9459,0.9375,0.9392,0.9476,0.9476,0.9493,0.9527,0.9578,0.9493,0.9375,0.951,0.9544,0.9527,0.9544,0.9544,0.951,0.9527,0.9527,0.9527,0.9527,0.9561,0.9493,0.9527,0.9544,0.9561
23,978,0.1318,0.9476,0.9476,0.9544,0.9611,0.9544,0.9595,0.9679,0.9392,0.9595,0.9611,0.9595,0.9628,0.9611,0.9628,0.9628,0.9578,0.9662,0.9595,0.9595,0.9578,0.9628,0.9628,0.9645,0.9662,0.9628,0.9595,0.9595,0.9561,0.9595
28,163,0.1216,0.9341,0.9611,0.9561,0.9611,0.9544,0.951,0.951,0.9476,0.9493,0.9544,0.9578,0.9561,0.9527,0.9476,0.9527,0.9527,0.9527,0.9493,0.951,0.9493,0.9561,0.9544,0.9544,0.9595,0.9595,0.9611,0.9628,0.9595,0.9611
33,336,0.1166,0.9375,0.9476,0.9459,0.9459,0.9476,0.9459,0.9375,0.9459,0.9358,0.9307,0.9426,0.9476,0.9459,0.951,0.9527,0.9476,0.9443,0.9527,0.9459,0.9426,0.9476,0.9392,0.9409,0.9375,0.9409,0.9443,0.9443,0.9459,0.9459
37,401,0.103,0.9122,0.9358,0.9358,0.9274,0.924,0.9223,0.9105,0.9223,0.9172,0.9105,0.9257,0.9139,0.9206,0.9155,0.9172,0.924,0.9274,0.9172,0.9257,0.9206,0.9291,0.9172,0.9274,0.9358,0.9291,0.9324,0.9257,0.9257,0.9274
35,572,0.1166,0.9409,0.9375,0.9544,0.9578,0.9628,0.9578,0.9679,0.9611,0.9611,0.9679,0.9713,0.9696,0.9696,0.9764,0.9696,0.9713,0.973,0.973,0.9764,0.9764,0.9679,0.9713,0.9713,0.9679,0.9611,0.9628,0.9696,0.9696,0.9679
22,33,0.1132,0.9611,0.9561,0.9628,0.9628,0.9561,0.9544,0.9358,0.9426,0.9493,0.951,0.9561,0.9561,0.9628,0.9645,0.9628,0.9578,0.9544,0.9628,0.9679,0.9679,0.9611,0.9713,0.9611,0.9561,0.9611,0.9696,0.9544,0.9628,0.9662
31,981,0.0946,0.9189,0.9358,0.9426,0.951,0.9527,0.9578,0.951,0.9493,0.951,0.9595,0.951,0.9561,0.9578,0.9493,0.9578,0.9493,0.9595,0.9527,0.9578,0.9578,0.9578,0.9578,0.9561,0.9561,0.9561,0.9595,0.9595,0.9628,0.9645
20,595,0.1233,0.9409,0.9375,0.9527,0.951,0.9544,0.951,0.9544,0.9459,0.9544,0.9544,0.9544,0.9493,0.9561,0.9561,0.9527,0.9611,0.9611,0.9628,0.9595,0.9595,0.9595,0.9578,0.9561,0.9544,0.9561,0.9595,0.951,0.951,0.9561
26,935,0.1233,0.9409,0.951,0.9561,0.9476,0.9493,0.9459,0.9527,0.9443,0.9443,0.9459,0.9375,0.9426,0.9459,0.9443,0.9476,0.951,0.9476,0.9443,0.9426,0.9426,0.9476,0.9426,0.9459,0.9443,0.9544,0.9476,0.9527,0.9476,0.9476
24,699,0.125,0.9443,0.9443,0.9493,0.9358,0.9578,0.9628,0.9645,0.9561,0.951,0.9578,0.9578,0.9595,0.9578,0.9595,0.9645,0.9645,0.9645,0.9679,0.9662,0.9628,0.9696,0.9713,0.9611,0.9628,0.9679,0.9713,0.9713,0.9662,0.9696
41,530,0.1098,0.9358,0.9595,0.9578,0.9645,0.9578,0.9713,0.9679,0.9696,0.9645,0.9696,0.9662,0.9645,0.9679,0.9679,0.9696,0.9628,0.9662,0.9662,0.9662,0.9679,0.9713,0.9662,0.9747,0.9747,0.9713,0.9679,0.9713,0.9696,0.9696
46,750,0.1098,0.9307,0.9409,0.9409,0.9426,0.951,0.9426,0.9426,0.9409,0.9375,0.9375,0.9426,0.9426,0.9443,0.9392,0.9443,0.9426,0.9426,0.9341,0.9443,0.9426,0.9476,0.9426,0.9426,0.9459,0.9459,0.9426,0.9409,0.9375,0.9443
47,164,0.1132,0.9409,0.9662,0.9611,0.9476,0.9443,0.9527,0.9459,0.951,0.9527,0.9527,0.9578,0.9561,0.9628,0.9611,0.9544,0.9628,0.9561,0.951,0.951,0.9493,0.9426,0.9459,0.9426,0.951,0.951,0.9459,0.9443,0.9476,0.9476
44,897,0.1199,0.9257,0.9426,0.9476,0.951,0.9443,0.9459,0.9527,0.951,0.9476,0.9476,0.9476,0.9426,0.9459,0.9459,0.9443,0.9409,0.9493,0.9443,0.9443,0.9459,0.9476,0.9409,0.9476,0.9493,0.951,0.9493,0.9493,0.9561,0.9544
48,299,0.103,0.9358,0.9409,0.9493,0.951,0.9375,0.9459,0.9459,0.9493,0.9443,0.9493,0.9426,0.9443,0.9443,0.9392,0.951,0.951,0.9527,0.9476,0.951,0.9375,0.9358,0.9375,0.9324,0.9341,0.9375,0.9409,0.9426,0.9443,0.9392
42,601,0.1098,0.9307,0.9409,0.9476,0.9375,0.9426,0.9527,0.9409,0.9426,0.9459,0.9476,0.9493,0.9443,0.9476,0.951,0.951,0.9358,0.9544,0.9544,0.9578,0.9578,0.9578,0.9578,0.9527,0.9561,0.9544,0.9493,0.9493,0.9544,0.9493
45,545,0.1132,0.9493,0.9578,0.951,0.9476,0.9527,0.951,0.9392,0.9426,0.9544,0.9527,0.9527,0.9561,0.9578,0.9595,0.9561,0.9645,0.9561,0.9611,0.9595,0.9527,0.9611,0.9662,0.9628,0.9611,0.9611,0.9679,0.9645,0.9662,0.9679
49,62,0.1081,0.9459,0.9611,0.9595,0.9527,0.9595,0.9595,0.9561,0.9578,0.9544,0.9561,0.9527,0.9527,0.9561,0.9561,0.9544,0.9578,0.9561,0.9578,0.951,0.9561,0.951,0.9527,0.9527,0.9527,0.951,0.951,0.951,0.9544,0.9493
43,635,0.1149,0.9324,0.9257,0.9291,0.9358,0.9426,0.9341,0.9527,0.9443,0.9392,0.9459,0.9459,0.9426,0.9375,0.9358,0.9392,0.9341,0.9324,0.9341,0.924,0.9307,0.9392,0.9375,0.9358,0.9341,0.9426,0.9392,0.9459,0.9443,0.9476
40,540,0.1233,0.9409,0.9476,0.9476,0.9679,0.9662,0.9645,0.9628,0.9645,0.9595,0.9611,0.9544,0.9561,0.9628,0.9561,0.9628,0.9595,0.9611,0.9544,0.9662,0.9628,0.9595,0.9595,0.9595,0.9578,0.9527,0.9561,0.9493,0.9578,0.9595
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.114556667,0.936368333,0.946058333,0.947911667,0.947235,0.948035,0.949008333,0.949495,0.949233333,0.949623333,0.950275,0.95099,0.95116,0.952025,0.952221667,0.952673333,0.952585,0.953516667,0.952223333,0.953466667,0.952565,0.953156667,0.951978333,0.95138,0.952365,0.952836667,0.952978333,0.952955,0.953121667,0.953461667
