run,seed,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,284,
46,25,0.5698,0.8075,0.8647,0.8898,0.8939,0.9141,0.9132,0.9107,0.9066,0.8973,0.9222,0.9063,0.9007,0.8855,0.8813,0.9003,0.8893,0.8967,0.9177,
47,766,0.495,0.7404,0.7718,0.8223,0.8159,0.8293,0.8307,0.8709,0.8633,0.8883,0.8823,0.8792,0.8721,0.8858,0.8714,0.869,0.8534,0.857,0.8835,
48,896,0.5248,0.7578,0.831,0.8763,0.8655,0.8876,0.9046,0.9107,0.9112,0.924,0.9237,0.9278,0.9269,0.9234,0.9237,0.9345,0.9317,0.9309,0.9458,
49,264,0.4916,0.7567,0.8192,0.8567,0.8914,0.8941,0.8919,0.8918,0.9118,0.9056,0.9089,0.9133,0.9131,0.9203,0.9049,0.8972,0.8968,0.8939,0.9335,
2,218,0.501,0.7054,0.7954,0.8573,0.8744,0.8966,0.9056,0.89,0.9023,0.93,0.8987,0.915,0.9222,0.9108,0.8888,0.913,0.9041,0.9154,0.9154,
9,925,0.5232,0.7687,0.8131,0.8489,0.8694,0.8765,0.8836,0.8887,0.8982,0.8945,0.9075,0.9025,0.9089,0.889,0.8908,0.8802,0.8828,0.8939,0.8699,
4,253,0.5576,0.7439,0.8093,0.8194,0.8171,0.8435,0.8599,0.8798,0.9044,0.894,0.8834,0.8649,0.8689,0.8742,0.902,0.9079,0.902,0.921,0.9212,
6,210,0.4971,0.7381,0.8492,0.883,0.8954,0.911,0.8917,0.8984,0.9282,0.9341,0.9358,0.9198,0.9348,0.9373,0.9253,0.9062,0.9129,0.939,0.9158,
5,573,0.5347,0.7069,0.8044,0.8287,0.8601,0.8494,0.8761,0.8931,0.8901,0.8991,0.8981,0.8925,0.8733,0.8828,0.8935,0.8969,0.8962,0.8832,0.8928,
1,293,0.5212,0.7624,0.8428,0.8469,0.9011,0.9087,0.8959,0.8815,0.9197,0.9318,0.9146,0.9179,0.9147,0.916,0.9166,0.9246,0.8892,0.9092,0.9339,
0,749,0.524,0.7807,0.8462,0.8802,0.8951,0.8896,0.884,0.8784,0.9083,0.8745,0.8895,0.8843,0.8819,0.895,0.9038,0.9134,0.9226,0.9255,0.9373,
3,746,0.545,0.7896,0.8371,0.8668,0.8841,0.881,0.8973,0.8976,0.9108,0.9264,0.9269,0.9183,0.9287,0.9058,0.9075,0.9061,0.9191,0.9093,0.9177,
8,333,0.5615,0.7438,0.8156,0.8564,0.8721,0.9092,0.9099,0.9222,0.8988,0.875,0.8626,0.8718,0.877,0.8866,0.8904,0.8951,0.8838,0.8783,0.9109,
7,549,0.5869,0.7973,0.844,0.8649,0.8962,0.9081,0.9102,0.9065,0.909,0.9113,0.902,0.9036,0.918,0.9121,0.9168,0.9222,0.9101,0.9215,0.9309,
11,661,0.5553,0.769,0.851,0.8349,0.8514,0.8599,0.8786,0.8871,0.8986,0.9026,0.8978,0.8962,0.9145,0.8907,0.8869,0.8722,0.8796,0.8859,0.9007,
10,524,0.5505,0.8235,0.8714,0.8858,0.8882,0.8922,0.9145,0.9224,0.9313,0.9256,0.9418,0.9415,0.9237,0.9368,0.9238,0.9295,0.9299,0.934,0.9593,
13,949,0.5376,0.7456,0.813,0.8437,0.8593,0.8763,0.8693,0.8653,0.859,0.877,0.8851,0.8897,0.8927,0.9186,0.8878,0.8992,0.8988,0.9098,0.9065,
12,282,0.5686,0.7878,0.8764,0.8792,0.8871,0.9051,0.9059,0.9116,0.9087,0.9188,0.9117,0.9255,0.9252,0.9408,0.9362,0.9307,0.9271,0.9325,0.9296,
